ElectionName,PrecinctNumber,WardNumber,Party,Votes
General Election,124,8,IND,53
General Election,124,8,IND,6
General Election,124,8,IND,14
General Election,124,8,IND,27
General Election,124,8,IND,70
General Election,124,8,IND,298
General Election,124,8,IND,55
General Election,124,8,DEM,1919
General Election,124,8,DEM,1813
General Election,124,8,DEM,981
General Election,124,8,DEM,1556
General Election,124,8,DEM,1615
General Election,124,8,DEM,1547
General Election,125,8,REP,104
General Election,125,8,REP,50
General Election,125,8,REP,57
General Election,125,8,REP,100
General Election,125,8,LIB,17
General Election,125,8,LIB,23
General Election,125,8,LIB,16
General Election,125,8,IND,16
General Election,125,8,IND,16
General Election,125,8,IND,36
General Election,125,8,IND,36
General Election,125,8,IND,52
General Election,125,8,IND,5
General Election,125,8,IND,405
General Election,125,8,IND,1163
General Election,125,8,IND,69
General Election,125,8,IND,32
General Election,125,8,IND,319
General Election,125,8,IND,215
General Election,125,8,IND,53
General Election,125,8,IND,13
General Election,125,8,IND,53
General Election,125,8,IND,41
General Election,125,8,IND,59
General Election,125,8,IND,15
General Election,125,8,IND,55
General Election,125,8,IND,32
General Election,125,8,IND,44
General Election,125,8,IND,14
General Election,125,8,IND,9
General Election,125,8,IND,97
General Election,125,8,IND,55
General Election,125,8,IND,13
General Election,125,8,IND,388
General Election,125,8,IND,88
General Election,125,8,IND,132
General Election,125,8,DEM,2901
General Election,125,8,DEM,2773
General Election,125,8,DEM,1422
General Election,125,8,DEM,2475
General Election,125,8,DEM,2497
General Election,125,8,DEM,2385
General Election,126,8,REP,105
General Election,126,8,REP,71
General Election,126,8,REP,78
General Election,126,8,REP,115
General Election,126,8,LIB,6
General Election,126,8,LIB,26
General Election,126,8,LIB,13
General Election,126,8,IND,16
General Election,126,8,IND,14
General Election,126,8,IND,13
General Election,126,8,IND,55
General Election,126,8,IND,26
General Election,126,8,IND,38
General Election,126,8,IND,27
General Election,126,8,IND,44
General Election,126,8,IND,7
General Election,126,8,IND,34
General Election,126,8,IND,41
General Election,126,8,IND,44
General Election,126,8,IND,7
General Election,126,8,IND,52
General Election,126,8,IND,195
General Election,126,8,IND,314
General Election,126,8,IND,29
General Election,126,8,IND,63
General Election,126,8,IND,959
General Election,126,8,IND,350
General Election,126,8,IND,18
General Election,126,8,IND,78
General Election,126,8,IND,86
General Election,126,8,IND,9
General Election,126,8,IND,20
General Election,126,8,IND,50
General Election,126,8,IND,67
General Election,126,8,IND,347
General Election,126,8,IND,104
General Election,126,8,DEM,2604
General Election,126,8,DEM,2415
General Election,126,8,DEM,1308
General Election,126,8,DEM,2206
General Election,126,8,DEM,2224
General Election,126,8,DEM,2142
General Election,133,8,REP,32
General Election,133,8,REP,29
General Election,133,8,REP,30
General Election,133,8,REP,50
General Election,133,8,LIB,1
General Election,133,8,LIB,5
General Election,133,8,LIB,8
General Election,133,8,IND,3
General Election,133,8,IND,6
General Election,133,8,IND,12
General Election,133,8,IND,14
General Election,133,8,IND,21
General Election,133,8,IND,7
General Election,133,8,IND,133
General Election,133,8,IND,372
General Election,133,8,IND,24
General Election,133,8,IND,4
General Election,133,8,IND,131
General Election,133,8,IND,71
General Election,133,8,IND,9
General Election,133,8,IND,3
General Election,133,8,IND,16
General Election,133,8,IND,14
General Election,133,8,IND,13
General Election,133,8,IND,7
General Election,133,8,IND,23
General Election,133,8,IND,10
General Election,133,8,IND,12
General Election,133,8,IND,7
General Election,133,8,IND,5
General Election,133,8,IND,26
General Election,133,8,IND,52
General Election,133,8,IND,10
General Election,133,8,IND,222
General Election,133,8,IND,37
General Election,133,8,IND,31
General Election,133,8,DEM,971
General Election,133,8,DEM,909
General Election,133,8,DEM,515
General Election,133,8,DEM,696
General Election,133,8,DEM,810
General Election,133,8,DEM,791
General Election,134,8,REP,48
General Election,134,8,REP,35
General Election,134,8,REP,40
General Election,134,8,REP,56
General Election,134,8,LIB,1
General Election,134,8,LIB,18
General Election,134,8,LIB,4
General Election,134,8,IND,6
General Election,134,8,IND,9
General Election,134,8,IND,8
General Election,134,8,IND,27
General Election,134,8,IND,18
General Election,134,8,IND,13
General Election,134,8,IND,18
General Election,134,8,IND,24
General Election,134,8,IND,7
General Election,134,8,IND,30
General Election,134,8,IND,22
General Election,134,8,IND,36
General Election,134,8,IND,7
General Election,134,8,IND,18
General Election,134,8,IND,73
General Election,134,8,IND,154
General Election,134,8,IND,18
General Election,134,8,IND,31
General Election,134,8,IND,639
General Election,134,8,IND,185
General Election,134,8,IND,8
General Election,134,8,IND,38
General Election,134,8,IND,52
General Election,134,8,IND,1
General Election,134,8,IND,4
General Election,134,8,IND,19
General Election,134,8,IND,58
General Election,134,8,IND,169
General Election,134,8,IND,59
General Election,134,8,DEM,1534
General Election,134,8,DEM,1443
General Election,134,8,DEM,791
General Election,134,8,DEM,1303
General Election,134,8,DEM,1271
General Election,134,8,DEM,1225
General Election,140,8,REP,46
General Election,140,8,REP,32
General Election,140,8,REP,34
General Election,140,8,REP,57
General Election,140,8,LIB,5
General Election,140,8,LIB,16
General Election,140,8,LIB,12
General Election,140,8,IND,2
General Election,140,8,IND,8
General Election,140,8,IND,5
General Election,140,8,IND,32
General Election,140,8,IND,20
General Election,140,8,IND,22
General Election,140,8,IND,17
General Election,140,8,IND,29
General Election,140,8,IND,3
General Election,140,8,IND,21
General Election,140,8,IND,25
General Election,140,8,IND,35
General Election,140,8,IND,5
General Election,140,8,IND,19
General Election,140,8,IND,94
General Election,140,8,IND,170
General Election,140,8,IND,9
General Election,140,8,IND,24
General Election,140,8,IND,529
General Election,140,8,IND,156
General Election,140,8,IND,19
General Election,140,8,IND,66
General Election,140,8,IND,32
General Election,140,8,IND,0
General Election,140,8,IND,5
General Election,140,8,IND,22
General Election,140,8,IND,281
General Election,140,8,IND,44
General Election,140,8,IND,67
General Election,140,8,DEM,1263
General Election,140,8,DEM,1164
General Election,140,8,DEM,594
General Election,140,8,DEM,935
General Election,140,8,DEM,1053
General Election,140,8,DEM,1024
