ElectionName,PrecinctNumber,WardNumber,Party,Votes
General Election,18,6,IND,28
General Election,18,6,IND,71
General Election,18,6,IND,32
General Election,18,6,IND,26
General Election,18,6,IND,36
General Election,18,6,IND,223
General Election,18,6,IND,672
General Election,18,6,IND,28
General Election,18,6,IND,131
General Election,18,6,IND,687
General Election,18,6,IND,1067
General Election,18,6,IND,50
General Election,18,6,IND,794
General Election,18,6,IND,61
General Election,18,6,IND,54
General Election,18,6,IND,21
General Election,18,6,IND,44
General Election,18,6,IND,256
General Election,18,6,DEM,4028
General Election,18,6,DEM,3586
General Election,18,6,DEM,1730
General Election,18,6,DEM,3318
General Election,18,6,DEM,3229
General Election,21,6,REP,30
General Election,21,6,REP,25
General Election,21,6,REP,50
General Election,21,6,LIB,5
General Election,21,6,LIB,16
General Election,21,6,LIB,10
General Election,21,6,IND,0
General Election,21,6,IND,0
General Election,21,6,IND,13
General Election,21,6,IND,6
General Election,21,6,IND,13
General Election,21,6,IND,15
General Election,21,6,IND,239
General Election,21,6,IND,159
General Election,21,6,IND,24
General Election,21,6,IND,2
General Election,21,6,IND,138
General Election,21,6,IND,49
General Election,21,6,IND,4
General Election,21,6,IND,11
General Election,21,6,IND,12
General Election,21,6,IND,18
General Election,21,6,IND,4
General Election,21,6,IND,166
General Election,21,6,IND,24
General Election,21,6,IND,32
General Election,21,6,IND,9
General Election,21,6,IND,3
General Election,21,6,IND,3
General Election,21,6,IND,22
General Election,21,6,IND,177
General Election,21,6,IND,11
General Election,21,6,IND,54
General Election,21,6,DEM,899
General Election,21,6,DEM,805
General Election,21,6,DEM,334
General Election,21,6,DEM,731
General Election,21,6,DEM,691
General Election,81,6,REP,186
General Election,81,6,REP,216
General Election,81,6,REP,304
General Election,81,6,LIB,27
General Election,81,6,LIB,122
General Election,81,6,LIB,77
General Election,81,6,IND,12
General Election,81,6,IND,10
General Election,81,6,IND,74
General Election,81,6,IND,32
General Election,81,6,IND,94
General Election,81,6,IND,81
General Election,81,6,IND,1225
General Election,81,6,IND,803
General Election,81,6,IND,67
General Election,81,6,IND,32
General Election,81,6,IND,568
General Election,81,6,IND,278
General Election,81,6,IND,41
General Election,81,6,IND,18
General Election,81,6,IND,32
General Election,81,6,IND,73
General Election,81,6,IND,29
General Election,81,6,IND,37
General Election,81,6,IND,103
General Election,81,6,IND,141
General Election,81,6,IND,85
General Election,81,6,IND,33
General Election,81,6,IND,220
General Election,81,6,IND,82
General Election,81,6,IND,811
General Election,81,6,IND,59
General Election,81,6,IND,295
General Election,81,6,DEM,3955
General Election,81,6,DEM,3480
General Election,81,6,DEM,1728
General Election,81,6,DEM,3153
General Election,81,6,DEM,3051
General Election,82,6,REP,116
General Election,82,6,REP,151
General Election,82,6,REP,189
General Election,82,6,LIB,26
General Election,82,6,LIB,105
General Election,82,6,LIB,49
General Election,82,6,IND,4
General Election,82,6,IND,6
General Election,82,6,IND,39
General Election,82,6,IND,55
General Election,82,6,IND,24
General Election,82,6,IND,38
General Election,82,6,IND,103
General Election,82,6,IND,47
General Election,82,6,IND,29
General Election,82,6,IND,16
General Election,82,6,IND,51
General Election,82,6,IND,22
General Election,82,6,IND,14
General Election,82,6,IND,17
General Election,82,6,IND,154
General Election,82,6,IND,389
General Election,82,6,IND,14
General Election,82,6,IND,45
General Election,82,6,IND,397
General Election,82,6,IND,705
General Election,82,6,IND,37
General Election,82,6,IND,587
General Election,82,6,IND,31
General Election,82,6,IND,136
General Election,82,6,IND,15
General Election,82,6,IND,45
General Election,82,6,IND,183
General Election,82,6,DEM,2344
General Election,82,6,DEM,2046
General Election,82,6,DEM,1003
General Election,82,6,DEM,1873
General Election,82,6,DEM,1825
General Election,83,6,REP,172
General Election,83,6,REP,213
General Election,83,6,REP,284
General Election,83,6,LIB,30
General Election,83,6,LIB,143
General Election,83,6,LIB,78
General Election,83,6,IND,2
General Election,83,6,IND,12
General Election,83,6,IND,53
General Election,83,6,IND,17
General Election,83,6,IND,83
General Election,83,6,IND,58
General Election,83,6,IND,1048
General Election,83,6,IND,432
General Election,83,6,IND,52
General Election,83,6,IND,13
General Election,83,6,IND,529
General Election,83,6,IND,229
General Election,83,6,IND,28
General Election,83,6,IND,12
General Election,83,6,IND,26
General Election,83,6,IND,57
General Election,83,6,IND,17
General Election,83,6,IND,29
General Election,83,6,IND,77
General Election,83,6,IND,150
General Election,83,6,IND,46
General Election,83,6,IND,13
General Election,83,6,IND,153
General Election,83,6,IND,44
General Election,83,6,IND,864
General Election,83,6,IND,79
General Election,83,6,IND,270
General Election,83,6,DEM,3217
General Election,83,6,DEM,2760
General Election,83,6,DEM,1403
General Election,83,6,DEM,2586
General Election,83,6,DEM,2490
General Election,84,6,REP,170
General Election,84,6,REP,198
General Election,84,6,REP,262
General Election,84,6,LIB,24
General Election,84,6,LIB,122
General Election,84,6,LIB,60
General Election,84,6,IND,3
General Election,84,6,IND,1
General Election,84,6,IND,57
General Election,84,6,IND,52
General Election,84,6,IND,17
General Election,84,6,IND,31
General Election,84,6,IND,83
General Election,84,6,IND,37
General Election,84,6,IND,21
General Election,84,6,IND,11
General Election,84,6,IND,29
General Election,84,6,IND,12
General Election,84,6,IND,7
General Election,84,6,IND,12
General Election,84,6,IND,113
General Election,84,6,IND,454
General Election,84,6,IND,3
General Election,84,6,IND,32
General Election,84,6,IND,140
General Election,84,6,IND,721
General Election,84,6,IND,41
General Election,84,6,IND,617
General Election,84,6,IND,9
General Election,84,6,IND,148
General Election,84,6,IND,12
General Election,84,6,IND,18
General Election,84,6,IND,196
General Election,84,6,DEM,1904
General Election,84,6,DEM,1631
General Election,84,6,DEM,735
General Election,84,6,DEM,1431
General Election,84,6,DEM,1383
General Election,85,6,REP,254
General Election,85,6,REP,311
General Election,85,6,REP,391
General Election,85,6,LIB,37
General Election,85,6,LIB,197
General Election,85,6,LIB,87
General Election,85,6,IND,6
General Election,85,6,IND,4
General Election,85,6,IND,55
General Election,85,6,IND,25
General Election,85,6,IND,78
General Election,85,6,IND,99
General Election,85,6,IND,987
General Election,85,6,IND,198
General Election,85,6,IND,59
General Election,85,6,IND,19
General Election,85,6,IND,570
General Election,85,6,IND,147
General Election,85,6,IND,16
General Election,85,6,IND,15
General Election,85,6,IND,14
General Election,85,6,IND,41
General Election,85,6,IND,8
General Election,85,6,IND,37
General Election,85,6,IND,47
General Election,85,6,IND,134
General Election,85,6,IND,34
General Election,85,6,IND,18
General Election,85,6,IND,342
General Election,85,6,IND,14
General Election,85,6,IND,814
General Election,85,6,IND,65
General Election,85,6,IND,281
General Election,85,6,DEM,2619
General Election,85,6,DEM,2210
General Election,85,6,DEM,939
General Election,85,6,DEM,1958
General Election,85,6,DEM,1867
General Election,86,6,REP,109
General Election,86,6,REP,130
General Election,86,6,REP,170
General Election,86,6,LIB,15
General Election,86,6,LIB,79
General Election,86,6,LIB,47
General Election,86,6,IND,1
General Election,86,6,IND,0
General Election,86,6,IND,34
General Election,86,6,IND,55
General Election,86,6,IND,13
General Election,86,6,IND,24
General Election,86,6,IND,80
General Election,86,6,IND,30
General Election,86,6,IND,25
General Election,86,6,IND,9
General Election,86,6,IND,29
General Election,86,6,IND,14
General Election,86,6,IND,8
General Election,86,6,IND,17
General Election,86,6,IND,141
General Election,86,6,IND,346
General Election,86,6,IND,12
General Election,86,6,IND,29
General Election,86,6,IND,225
General Election,86,6,IND,737
General Election,86,6,IND,38
General Election,86,6,IND,549
General Election,86,6,IND,21
General Election,86,6,IND,220
General Election,86,6,IND,10
General Election,86,6,IND,25
General Election,86,6,IND,175
General Election,86,6,DEM,1976
General Election,86,6,DEM,1747
General Election,86,6,DEM,771
General Election,86,6,DEM,1543
General Election,86,6,DEM,1443
General Election,87,6,REP,166
General Election,87,6,REP,155
General Election,87,6,REP,244
General Election,87,6,LIB,28
General Election,87,6,LIB,102
General Election,87,6,LIB,51
General Election,87,6,IND,3
General Election,87,6,IND,6
General Election,87,6,IND,41
General Election,87,6,IND,17
General Election,87,6,IND,62
General Election,87,6,IND,54
General Election,87,6,IND,648
General Election,87,6,IND,340
General Election,87,6,IND,53
General Election,87,6,IND,6
General Election,87,6,IND,355
General Election,87,6,IND,162
General Election,87,6,IND,18
General Election,87,6,IND,17
General Election,87,6,IND,62
General Election,87,6,IND,37
General Election,87,6,IND,11
General Election,87,6,IND,18
General Election,87,6,IND,37
General Election,87,6,IND,70
General Election,87,6,IND,23
General Election,87,6,IND,20
General Election,87,6,IND,371
General Election,87,6,IND,20
General Election,87,6,IND,565
General Election,87,6,IND,39
General Election,87,6,IND,215
General Election,87,6,DEM,2224
General Election,87,6,DEM,1984
General Election,87,6,DEM,903
General Election,87,6,DEM,1753
General Election,87,6,DEM,1691
General Election,88,6,REP,154
General Election,88,6,REP,173
General Election,88,6,REP,250
General Election,88,6,LIB,15
General Election,88,6,LIB,108
General Election,88,6,LIB,46
General Election,88,6,IND,2
General Election,88,6,IND,6
General Election,88,6,IND,57
General Election,88,6,IND,53
General Election,88,6,IND,15
General Election,88,6,IND,34
General Election,88,6,IND,10
General Election,88,6,IND,31
General Election,88,6,IND,6
General Election,88,6,IND,12
General Election,88,6,IND,12
General Election,88,6,IND,113
General Election,88,6,IND,472
General Election,88,6,IND,9
General Election,88,6,IND,35
General Election,88,6,IND,134
General Election,88,6,IND,731
General Election,88,6,IND,27
General Election,88,6,IND,639
General Election,88,6,IND,8
General Election,88,6,IND,448
General Election,88,6,IND,8
General Election,88,6,IND,19
General Election,88,6,IND,87
General Election,88,6,IND,38
General Election,88,6,IND,12
General Election,88,6,IND,186
General Election,88,6,DEM,1962
General Election,88,6,DEM,1685
General Election,88,6,DEM,656
General Election,88,6,DEM,1463
General Election,88,6,DEM,1346
General Election,89,6,REP,306
General Election,89,6,REP,337
General Election,89,6,REP,447
General Election,89,6,LIB,30
General Election,89,6,LIB,207
General Election,89,6,LIB,83
General Election,89,6,IND,5
General Election,89,6,IND,4
General Election,89,6,IND,50
General Election,89,6,IND,26
General Election,89,6,IND,70
General Election,89,6,IND,94
General Election,89,6,IND,988
General Election,89,6,IND,132
General Election,89,6,IND,57
General Election,89,6,IND,16
General Election,89,6,IND,546
General Election,89,6,IND,170
General Election,89,6,IND,13
General Election,89,6,IND,15
General Election,89,6,IND,8
General Election,89,6,IND,39
General Election,89,6,IND,5
General Election,89,6,IND,38
General Election,89,6,IND,35
General Election,89,6,IND,129
General Election,89,6,IND,43
General Election,89,6,IND,22
General Election,89,6,IND,387
General Election,89,6,IND,13
General Election,89,6,IND,825
General Election,89,6,IND,61
General Election,89,6,IND,294
General Election,89,6,DEM,2548
General Election,89,6,DEM,2161
General Election,89,6,DEM,873
General Election,89,6,DEM,1866
General Election,89,6,DEM,1682
General Election,90,6,REP,111
General Election,90,6,REP,139
General Election,90,6,REP,189
General Election,90,6,LIB,23
General Election,90,6,LIB,94
General Election,90,6,LIB,33
General Election,90,6,IND,5
General Election,90,6,IND,1
General Election,90,6,IND,33
General Election,90,6,IND,34
General Election,90,6,IND,14
General Election,90,6,IND,32
General Election,90,6,IND,61
General Election,90,6,IND,37
General Election,90,6,IND,16
General Election,90,6,IND,6
General Election,90,6,IND,37
General Election,90,6,IND,5
General Election,90,6,IND,11
General Election,90,6,IND,10
General Election,90,6,IND,82
General Election,90,6,IND,324
General Election,90,6,IND,5
General Election,90,6,IND,38
General Election,90,6,IND,99
General Election,90,6,IND,549
General Election,90,6,IND,30
General Election,90,6,IND,363
General Election,90,6,IND,13
General Election,90,6,IND,264
General Election,90,6,IND,10
General Election,90,6,IND,12
General Election,90,6,IND,167
General Election,90,6,DEM,1466
General Election,90,6,DEM,1264
General Election,90,6,DEM,530
General Election,90,6,DEM,1101
General Election,90,6,DEM,1033
General Election,91,6,REP,240
General Election,91,6,REP,238
General Election,91,6,REP,340
General Election,91,6,LIB,34
General Election,91,6,LIB,165
General Election,91,6,LIB,81
General Election,91,6,IND,7
General Election,91,6,IND,12
General Election,91,6,IND,73
General Election,91,6,IND,28
General Election,91,6,IND,78
General Election,91,6,IND,68
General Election,91,6,IND,1226
General Election,91,6,IND,544
General Election,91,6,IND,69
General Election,91,6,IND,20
General Election,91,6,IND,644
General Election,91,6,IND,221
General Election,91,6,IND,28
General Election,91,6,IND,29
General Election,91,6,IND,46
General Election,91,6,IND,59
General Election,91,6,IND,23
General Election,91,6,IND,46
General Election,91,6,IND,98
General Election,91,6,IND,168
General Election,91,6,IND,53
General Election,91,6,IND,29
General Election,91,6,IND,393
General Election,91,6,IND,56
General Election,91,6,IND,952
General Election,91,6,IND,75
General Election,91,6,IND,341
General Election,91,6,DEM,3814
General Election,91,6,DEM,3373
General Election,91,6,DEM,1594
General Election,91,6,DEM,3010
General Election,91,6,DEM,2849
General Election,127,6,REP,239
General Election,127,6,REP,241
General Election,127,6,REP,306
General Election,127,6,LIB,34
General Election,127,6,LIB,143
General Election,127,6,LIB,54
General Election,127,6,IND,8
General Election,127,6,IND,7
General Election,127,6,IND,54
General Election,127,6,IND,38
General Election,127,6,IND,77
General Election,127,6,IND,76
General Election,127,6,IND,992
General Election,127,6,IND,737
General Election,127,6,IND,111
General Election,127,6,IND,23
General Election,127,6,IND,670
General Election,127,6,IND,204
General Election,127,6,IND,35
General Election,127,6,IND,29
General Election,127,6,IND,26
General Election,127,6,IND,60
General Election,127,6,IND,29
General Election,127,6,IND,47
General Election,127,6,IND,92
General Election,127,6,IND,177
General Election,127,6,IND,58
General Election,127,6,IND,26
General Election,127,6,IND,148
General Election,127,6,IND,53
General Election,127,6,IND,705
General Election,127,6,IND,72
General Election,127,6,IND,270
General Election,127,6,DEM,3710
General Election,127,6,DEM,3301
General Election,127,6,DEM,1666
General Election,127,6,DEM,2961
General Election,127,6,DEM,2799
General Election,128,6,REP,140
General Election,128,6,REP,128
General Election,128,6,REP,177
General Election,128,6,LIB,21
General Election,128,6,LIB,69
General Election,128,6,LIB,36
General Election,128,6,IND,0
General Election,128,6,IND,1
General Election,128,6,IND,36
General Election,128,6,IND,58
General Election,128,6,IND,19
General Election,128,6,IND,40
General Election,128,6,IND,100
General Election,128,6,IND,58
General Election,128,6,IND,30
General Election,128,6,IND,13
General Election,128,6,IND,53
General Election,128,6,IND,22
General Election,128,6,IND,28
General Election,128,6,IND,36
General Election,128,6,IND,156
General Election,128,6,IND,400
General Election,128,6,IND,13
General Election,128,6,IND,64
General Election,128,6,IND,367
General Election,128,6,IND,557
General Election,128,6,IND,43
General Election,128,6,IND,472
General Election,128,6,IND,42
General Election,128,6,IND,53
General Election,128,6,IND,11
General Election,128,6,IND,24
General Election,128,6,IND,180
General Election,128,6,DEM,2185
General Election,128,6,DEM,1895
General Election,128,6,DEM,995
General Election,128,6,DEM,1777
General Election,128,6,DEM,1695
General Election,130,6,REP,150
General Election,130,6,REP,169
General Election,130,6,REP,204
General Election,130,6,LIB,12
General Election,130,6,LIB,99
General Election,130,6,LIB,38
General Election,130,6,IND,0
General Election,130,6,IND,0
General Election,130,6,IND,45
General Election,130,6,IND,26
General Election,130,6,IND,8
General Election,130,6,IND,24
General Election,130,6,IND,26
General Election,130,6,IND,16
General Election,130,6,IND,7
General Election,130,6,IND,4
General Election,130,6,IND,17
General Election,130,6,IND,5
General Election,130,6,IND,6
General Election,130,6,IND,5
General Election,130,6,IND,45
General Election,130,6,IND,172
General Election,130,6,IND,7
General Election,130,6,IND,17
General Election,130,6,IND,46
General Election,130,6,IND,280
General Election,130,6,IND,25
General Election,130,6,IND,229
General Election,130,6,IND,4
General Election,130,6,IND,141
General Election,130,6,IND,6
General Election,130,6,IND,5
General Election,130,6,IND,121
General Election,130,6,DEM,769
General Election,130,6,DEM,641
General Election,130,6,DEM,290
General Election,130,6,DEM,555
General Election,130,6,DEM,516
General Election,131,6,REP,820
General Election,131,6,REP,878
General Election,131,6,REP,1135
General Election,131,6,LIB,74
General Election,131,6,LIB,489
General Election,131,6,LIB,255
General Election,131,6,IND,7
General Election,131,6,IND,10
General Election,131,6,IND,136
General Election,131,6,IND,84
General Election,131,6,IND,166
General Election,131,6,IND,218
General Election,131,6,IND,1531
General Election,131,6,IND,421
General Election,131,6,IND,121
General Election,131,6,IND,41
General Election,131,6,IND,1162
General Election,131,6,IND,343
General Election,131,6,IND,53
General Election,131,6,IND,42
General Election,131,6,IND,37
General Election,131,6,IND,106
General Election,131,6,IND,28
General Election,131,6,IND,85
General Election,131,6,IND,129
General Election,131,6,IND,206
General Election,131,6,IND,52
General Election,131,6,IND,44
General Election,131,6,IND,293
General Election,131,6,IND,70
General Election,131,6,IND,859
General Election,131,6,IND,87
General Election,131,6,IND,729
General Election,131,6,DEM,4778
General Election,131,6,DEM,4016
General Election,131,6,DEM,2032
General Election,131,6,DEM,3816
General Election,131,6,DEM,3699
General Election,142,6,REP,233
General Election,142,6,REP,231
General Election,142,6,REP,270
General Election,142,6,LIB,27
General Election,142,6,LIB,121
General Election,142,6,LIB,61
General Election,142,6,IND,3
General Election,142,6,IND,2
General Election,142,6,IND,59
General Election,142,6,IND,77
General Election,142,6,IND,24
General Election,142,6,IND,36
General Election,142,6,IND,108
General Election,142,6,IND,58
General Election,142,6,IND,38
General Election,142,6,IND,8
General Election,142,6,IND,51
General Election,142,6,IND,11
General Election,142,6,IND,14
General Election,142,6,IND,29
General Election,142,6,IND,167
General Election,142,6,IND,460
General Election,142,6,IND,23
General Election,142,6,IND,65
General Election,142,6,IND,286
General Election,142,6,IND,618
General Election,142,6,IND,60
General Election,142,6,IND,381
General Election,142,6,IND,35
General Election,142,6,IND,62
General Election,142,6,IND,14
General Election,142,6,IND,30
General Election,142,6,IND,216
General Election,142,6,DEM,2195
General Election,142,6,DEM,1904
General Election,142,6,DEM,1043
General Election,142,6,DEM,1762
General Election,142,6,DEM,1714
General Election,144,6,REP,221
General Election,144,6,REP,268
General Election,144,6,REP,330
General Election,144,6,LIB,30
General Election,144,6,LIB,156
General Election,144,6,LIB,86
General Election,144,6,IND,1
General Election,144,6,IND,1
General Election,144,6,IND,72
General Election,144,6,IND,93
General Election,144,6,IND,43
General Election,144,6,IND,63
General Election,144,6,IND,169
General Election,144,6,IND,94
General Election,144,6,IND,45
General Election,144,6,IND,18
General Election,144,6,IND,88
General Election,144,6,IND,15
General Election,144,6,IND,40
General Election,144,6,IND,39
General Election,144,6,IND,230
General Election,144,6,IND,550
General Election,144,6,IND,23
General Election,144,6,IND,59
General Election,144,6,IND,252
General Election,144,6,IND,949
General Election,144,6,IND,65
General Election,144,6,IND,787
General Election,144,6,IND,43
General Election,144,6,IND,70
General Election,144,6,IND,19
General Election,144,6,IND,35
General Election,144,6,IND,314
General Election,144,6,DEM,3225
General Election,144,6,DEM,2760
General Election,144,6,DEM,1461
General Election,144,6,DEM,2635
General Election,144,6,DEM,2605
General Election,80,7,REP,90
General Election,80,7,REP,62
General Election,80,7,REP,103
General Election,80,7,LIB,4
General Election,80,7,LIB,35
General Election,80,7,LIB,15
General Election,80,7,IND,4
General Election,80,7,IND,3
General Election,80,7,IND,17
General Election,80,7,IND,27
General Election,80,7,IND,14
General Election,80,7,IND,27
General Election,80,7,IND,41
General Election,80,7,IND,36
General Election,80,7,IND,8
General Election,80,7,IND,10
General Election,80,7,IND,11
General Election,80,7,IND,27
General Election,80,7,IND,5
General Election,80,7,IND,17
General Election,80,7,IND,72
General Election,80,7,IND,175
General Election,80,7,IND,4
General Election,80,7,IND,21
General Election,80,7,IND,340
General Election,80,7,IND,280
General Election,80,7,IND,16
General Election,80,7,IND,199
General Election,80,7,IND,41
General Election,80,7,IND,28
General Election,80,7,IND,6
General Election,80,7,IND,40
General Election,80,7,IND,83
General Election,80,7,DEM,1305
General Election,80,7,DEM,1168
General Election,80,7,DEM,648
General Election,80,7,DEM,1177
General Election,80,7,DEM,1008
General Election,80,7,DEM,989
General Election,92,7,REP,34
General Election,92,7,REP,27
General Election,92,7,REP,36
General Election,92,7,LIB,4
General Election,92,7,LIB,15
General Election,92,7,LIB,6
General Election,92,7,IND,6
General Election,92,7,IND,4
General Election,92,7,IND,5
General Election,92,7,IND,23
General Election,92,7,IND,14
General Election,92,7,IND,13
General Election,92,7,IND,16
General Election,92,7,IND,18
General Election,92,7,IND,5
General Election,92,7,IND,10
General Election,92,7,IND,10
General Election,92,7,IND,27
General Election,92,7,IND,3
General Election,92,7,IND,4
General Election,92,7,IND,43
General Election,92,7,IND,137
General Election,92,7,IND,9
General Election,92,7,IND,27
General Election,92,7,IND,401
General Election,92,7,IND,138
General Election,92,7,IND,5
General Election,92,7,IND,49
General Election,92,7,IND,55
General Election,92,7,IND,2
General Election,92,7,IND,10
General Election,92,7,IND,19
General Election,92,7,IND,34
General Election,92,7,DEM,1038
General Election,92,7,DEM,968
General Election,92,7,DEM,517
General Election,92,7,DEM,982
General Election,92,7,DEM,888
General Election,92,7,DEM,862
General Election,93,7,REP,52
General Election,93,7,REP,22
General Election,93,7,REP,51
General Election,93,7,LIB,5
General Election,93,7,LIB,12
General Election,93,7,LIB,2
General Election,93,7,IND,6
General Election,93,7,IND,6
General Election,93,7,IND,17
General Election,93,7,IND,10
General Election,93,7,IND,23
General Election,93,7,IND,6
General Election,93,7,IND,182
General Election,93,7,IND,480
General Election,93,7,IND,41
General Election,93,7,IND,12
General Election,93,7,IND,170
General Election,93,7,IND,71
General Election,93,7,IND,14
General Election,93,7,IND,4
General Election,93,7,IND,22
General Election,93,7,IND,20
General Election,93,7,IND,17
General Election,93,7,IND,8
General Election,93,7,IND,24
General Election,93,7,IND,17
General Election,93,7,IND,27
General Election,93,7,IND,6
General Election,93,7,IND,3
General Election,93,7,IND,61
General Election,93,7,IND,80
General Election,93,7,IND,22
General Election,93,7,IND,47
General Election,93,7,DEM,1204
General Election,93,7,DEM,1123
General Election,93,7,DEM,538
General Election,93,7,DEM,1108
General Election,93,7,DEM,1005
General Election,93,7,DEM,946
General Election,94,7,REP,44
General Election,94,7,REP,24
General Election,94,7,REP,48
General Election,94,7,LIB,8
General Election,94,7,LIB,17
General Election,94,7,LIB,6
General Election,94,7,IND,5
General Election,94,7,IND,5
General Election,94,7,IND,6
General Election,94,7,IND,34
General Election,94,7,IND,11
General Election,94,7,IND,19
General Election,94,7,IND,37
General Election,94,7,IND,26
General Election,94,7,IND,11
General Election,94,7,IND,17
General Election,94,7,IND,20
General Election,94,7,IND,32
General Election,94,7,IND,11
General Election,94,7,IND,16
General Election,94,7,IND,99
General Election,94,7,IND,205
General Election,94,7,IND,14
General Election,94,7,IND,48
General Election,94,7,IND,532
General Election,94,7,IND,197
General Election,94,7,IND,9
General Election,94,7,IND,70
General Election,94,7,IND,52
General Election,94,7,IND,3
General Election,94,7,IND,11
General Election,94,7,IND,26
General Election,94,7,IND,53
General Election,94,7,DEM,1435
General Election,94,7,DEM,1331
General Election,94,7,DEM,653
General Election,94,7,DEM,1330
General Election,94,7,DEM,1205
General Election,94,7,DEM,1131
General Election,95,7,REP,43
General Election,95,7,REP,13
General Election,95,7,REP,27
General Election,95,7,LIB,2
General Election,95,7,LIB,6
General Election,95,7,LIB,5
General Election,95,7,IND,3
General Election,95,7,IND,3
General Election,95,7,IND,15
General Election,95,7,IND,6
General Election,95,7,IND,32
General Election,95,7,IND,8
General Election,95,7,IND,147
General Election,95,7,IND,491
General Election,95,7,IND,45
General Election,95,7,IND,18
General Election,95,7,IND,146
General Election,95,7,IND,55
General Election,95,7,IND,17
General Election,95,7,IND,2
General Election,95,7,IND,24
General Election,95,7,IND,20
General Election,95,7,IND,13
General Election,95,7,IND,9
General Election,95,7,IND,19
General Election,95,7,IND,20
General Election,95,7,IND,23
General Election,95,7,IND,6
General Election,95,7,IND,0
General Election,95,7,IND,41
General Election,95,7,IND,58
General Election,95,7,IND,13
General Election,95,7,IND,48
General Election,95,7,DEM,1171
General Election,95,7,DEM,1091
General Election,95,7,DEM,577
General Election,95,7,DEM,1083
General Election,95,7,DEM,1012
General Election,95,7,DEM,961
General Election,96,7,REP,42
General Election,96,7,REP,25
General Election,96,7,REP,48
General Election,96,7,LIB,3
General Election,96,7,LIB,12
General Election,96,7,LIB,8
General Election,96,7,IND,7
General Election,96,7,IND,6
General Election,96,7,IND,9
General Election,96,7,IND,41
General Election,96,7,IND,11
General Election,96,7,IND,21
General Election,96,7,IND,20
General Election,96,7,IND,39
General Election,96,7,IND,8
General Election,96,7,IND,31
General Election,96,7,IND,30
General Election,96,7,IND,33
General Election,96,7,IND,5
General Election,96,7,IND,20
General Election,96,7,IND,73
General Election,96,7,IND,218
General Election,96,7,IND,17
General Election,96,7,IND,42
General Election,96,7,IND,663
General Election,96,7,IND,206
General Election,96,7,IND,18
General Election,96,7,IND,77
General Election,96,7,IND,54
General Election,96,7,IND,3
General Election,96,7,IND,19
General Election,96,7,IND,36
General Election,96,7,IND,70
General Election,96,7,DEM,1700
General Election,96,7,DEM,1571
General Election,96,7,DEM,842
General Election,96,7,DEM,1565
General Election,96,7,DEM,1426
General Election,96,7,DEM,1377
General Election,97,7,REP,26
General Election,97,7,REP,13
General Election,97,7,REP,36
General Election,97,7,LIB,5
General Election,97,7,LIB,9
General Election,97,7,LIB,4
General Election,97,7,IND,7
General Election,97,7,IND,12
General Election,97,7,IND,8
General Election,97,7,IND,10
General Election,97,7,IND,28
General Election,97,7,IND,6
General Election,97,7,IND,144
General Election,97,7,IND,392
General Election,97,7,IND,26
General Election,97,7,IND,8
General Election,97,7,IND,140
General Election,97,7,IND,57
General Election,97,7,IND,21
General Election,97,7,IND,8
General Election,97,7,IND,14
General Election,97,7,IND,11
General Election,97,7,IND,14
General Election,97,7,IND,6
General Election,97,7,IND,30
General Election,97,7,IND,12
General Election,97,7,IND,17
General Election,97,7,IND,6
General Election,97,7,IND,4
General Election,97,7,IND,26
General Election,97,7,IND,36
General Election,97,7,IND,10
General Election,97,7,IND,43
General Election,97,7,DEM,968
General Election,97,7,DEM,880
General Election,97,7,DEM,481
General Election,97,7,DEM,901
General Election,97,7,DEM,838
General Election,97,7,DEM,791
General Election,98,7,REP,41
General Election,98,7,REP,23
General Election,98,7,REP,45
General Election,98,7,LIB,3
General Election,98,7,LIB,9
General Election,98,7,LIB,11
General Election,98,7,IND,7
General Election,98,7,IND,5
General Election,98,7,IND,8
General Election,98,7,IND,21
General Election,98,7,IND,12
General Election,98,7,IND,31
General Election,98,7,IND,23
General Election,98,7,IND,35
General Election,98,7,IND,15
General Election,98,7,IND,16
General Election,98,7,IND,23
General Election,98,7,IND,26
General Election,98,7,IND,10
General Election,98,7,IND,18
General Election,98,7,IND,92
General Election,98,7,IND,264
General Election,98,7,IND,9
General Election,98,7,IND,41
General Election,98,7,IND,612
General Election,98,7,IND,202
General Election,98,7,IND,12
General Election,98,7,IND,73
General Election,98,7,IND,47
General Election,98,7,IND,1
General Election,98,7,IND,9
General Election,98,7,IND,23
General Election,98,7,IND,52
General Election,98,7,DEM,1527
General Election,98,7,DEM,1432
General Election,98,7,DEM,744
General Election,98,7,DEM,1387
General Election,98,7,DEM,1273
General Election,98,7,DEM,1242
General Election,99,7,REP,43
General Election,99,7,REP,20
General Election,99,7,REP,34
General Election,99,7,LIB,3
General Election,99,7,LIB,8
General Election,99,7,LIB,5
General Election,99,7,IND,4
General Election,99,7,IND,6
General Election,99,7,IND,19
General Election,99,7,IND,14
General Election,99,7,IND,28
General Election,99,7,IND,6
General Election,99,7,IND,129
General Election,99,7,IND,449
General Election,99,7,IND,27
General Election,99,7,IND,7
General Election,99,7,IND,156
General Election,99,7,IND,77
General Election,99,7,IND,23
General Election,99,7,IND,6
General Election,99,7,IND,23
General Election,99,7,IND,19
General Election,99,7,IND,26
General Election,99,7,IND,12
General Election,99,7,IND,25
General Election,99,7,IND,22
General Election,99,7,IND,28
General Election,99,7,IND,4
General Election,99,7,IND,3
